masked_sentence	mask_token_str	mapping_type	learnerl1	learnerRawScore	annotationErrorType	incorrect_token	incorrect_token_idx	incorrect_token_length	incorrect_token_pos
About the accommodation at camp , I prefer [MASK] tents because I love sleep in tents ,	[MASK]	replacement_correction	Spanish	19.0	R	in	8	2	IN
About the accommodation at camp , I prefer in [MASK] because I love sleep in tents ,	[MASK]	replacement_correction	Spanish	19.0	AGN	tents	9	5	NNS
About the accommodation at camp , I prefer in tents because I love [MASK] in tents ,	[MASK]	replacement_correction	Spanish	19.0	FV	sleep	13	5	RB
About the accommodation at camp , I prefer in tents because I love sleep in tents [MASK]	[MASK]	replacement_correction	Spanish	19.0	RP	,	16	1	,
is more interesting than [MASK] in log cabins .	[MASK]	replacement_correction	Spanish	19.0	FV	sleep	4	5	NN
By the way , why were n't any discounts available for the tickets , as it was [MASK] in the advertisement ?	[MASK]	replacement_correction	Portuguese	33.0	RV	said	17	4	VBD
I think that in 100 years from now , the clothes fashion will be [MASK] different .	[MASK]	replacement_correction	Russian	14.0	DY	totaly	14	6	JJ
[MASK] the street is so crowded that you ca n't walk like usually and if you go with some friends you can be sure that you will lost them .	[MASK]	replacement_correction	French	24.0	UT	In	0	2	IN
In [MASK] street is so crowded that you ca n't walk like usually and if you go with some friends you can be sure that you will lost them .	[MASK]	replacement_correction	French	24.0	UT	the	1	3	DT
In the street is so crowded that you ca n't walk like [MASK] and if you go with some friends you can be sure that you will lost them .	[MASK]	replacement_correction	French	24.0	R	usually	12	7	RB
In the street is so crowded that you ca n't walk like usually and if you go with some friends you can be sure that you will [MASK] them .	[MASK]	replacement_correction	French	24.0	TV	lost	27	4	VB
However I think that it could be better if you could rearrange [MASK] details .	[MASK]	replacement_correction	Turkish	32.00	RJ	little	12	6	JJ
The reason for my recommendation is that Sky Heaven is the [MASK] building in the world .	[MASK]	replacement_correction	Japanese	26.00	RJ	highest	11	7	JJS
The advertisement [MASK] it is taking place on Tuesday 14 March from 10am to 7pm .	[MASK]	replacement_correction	Japanese	30.00	IV	saids	2	5	NNS
First , as I am very [MASK] of Danny Brook , I have been surprised he totally changed his voice , face , and so on !	[MASK]	replacement_correction	French	31.0	SX	found	6	5	VBN
First , as I am very found of Danny Brook , I [MASK] been surprised he totally changed his voice , face , and so on !	[MASK]	replacement_correction	French	31.0	TV	have	12	4	VBP
First , as I am very found of Danny Brook , I have [MASK] surprised he totally changed his voice , face , and so on !	[MASK]	replacement_correction	French	31.0	TV	been	13	4	VBN
First , as I am very found of Danny Brook , I have been surprised he [MASK] changed his voice , face , and so on !	[MASK]	replacement_correction	French	31.0	TV	totally	16	7	RB
First , as I am very found of Danny Brook , I have been surprised he totally [MASK] his voice , face , and so on !	[MASK]	replacement_correction	French	31.0	TV	changed	17	7	VBD
But the most important innovation [MASK] technology development is the computer .	[MASK]	replacement_correction	Italian	22.0	RT	of	5	2	IN
But the most important innovation of [MASK] development is the computer .	[MASK]	replacement_correction	Italian	22.0	DJ	technology	6	10	NN
I 've been studying Photography on my own , and I am looking forward to [MASK] new techniques and take pictures of new landscapes .	[MASK]	replacement_correction	Spanish	40.0	FV	practise	15	8	VB
I 've been studying Photography on my own , and I am looking forward to practise new techniques and [MASK] pictures of new landscapes .	[MASK]	replacement_correction	Spanish	40.0	FV	take	19	4	VB
I would prefer to stay in [MASK] so that I will have the chance to be in contact with the nature as well as the scenery around .	[MASK]	replacement_correction	Spanish	36.0	AGN	tents	6	5	NNS
They decided to return to [MASK] father because he was old and he needed help .	[MASK]	replacement_correction	Russian	32.00	RD	his	5	3	PRP$
To conclude , will you kindly let [MASK] know if I need some money and what sort of clothes I should bring with me .	[MASK]	replacement_correction	French	27.0	DA	my	7	2	PRP$
Well I [MASK] the opposite like a year before but recently I think this because I see all the people to go shopping they do n't realised that they are outside in the real world poor people who need that money and they are only spent on material things ,	[MASK]	replacement_correction	Spanish	21.0	TV	think	2	5	VBP
Well I think the opposite [MASK] a year before but recently I think this because I see all the people to go shopping they do n't realised that they are outside in the real world poor people who need that money and they are only spent on material things ,	[MASK]	replacement_correction	Spanish	21.0	RT	like	5	4	IN
Well I think the opposite like a year [MASK] but recently I think this because I see all the people to go shopping they do n't realised that they are outside in the real world poor people who need that money and they are only spent on material things ,	[MASK]	replacement_correction	Spanish	21.0	RY	before	8	6	IN
Well I think the opposite like a year before but recently I [MASK] this because I see all the people to go shopping they do n't realised that they are outside in the real world poor people who need that money and they are only spent on material things ,	[MASK]	replacement_correction	Spanish	21.0	TV	think	12	5	VBP
Well I think the opposite like a year before but recently I think this because I see all the people [MASK] go shopping they do n't realised that they are outside in the real world poor people who need that money and they are only spent on material things ,	[MASK]	replacement_correction	Spanish	21.0	FV	to	20	2	TO
Well I think the opposite like a year before but recently I think this because I see all the people to [MASK] shopping they do n't realised that they are outside in the real world poor people who need that money and they are only spent on material things ,	[MASK]	replacement_correction	Spanish	21.0	FV	go	21	2	VB
Well I think the opposite like a year before but recently I think this because I see all the people to go shopping they do n't [MASK] that they are outside in the real world poor people who need that money and they are only spent on material things ,	[MASK]	replacement_correction	Spanish	21.0	TV	realised	26	8	VBN
Well I think the opposite like a year before but recently I think this because I see all the people to go shopping they do n't realised that they are outside in the real world poor people who need that money [MASK] they are only spent on material things ,	[MASK]	replacement_correction	Spanish	21.0	R	and	41	3	CC
Well I think the opposite like a year before but recently I think this because I see all the people to go shopping they do n't realised that they are outside in the real world poor people who need that money and they are only [MASK] on material things ,	[MASK]	replacement_correction	Spanish	21.0	FV	spent	45	5	VBN
Well I think the opposite like a year before but recently I think this because I see all the people to go shopping they do n't realised that they are outside in the real world poor people who need that money and they are only spent on material things [MASK]	[MASK]	replacement_correction	Spanish	21.0	RP	,	49	1	,
[MASK] would put you money in the bank because you do n't need it now , but tomorrow you do n't know .	[MASK]	replacement_correction	Spanish	21.0	RP	you	0	3	PRP
you [MASK] put you money in the bank because you do n't need it now , but tomorrow you do n't know .	[MASK]	replacement_correction	Spanish	21.0	RV	would	1	5	MD
you would put [MASK] money in the bank because you do n't need it now , but tomorrow you do n't know .	[MASK]	replacement_correction	Spanish	21.0	DD	you	3	3	PRP
Firstly , I was looking forward to seeing Danny Brook , as written in the advertisement , but his part was played by another actor , without information or [MASK] from the direction .	[MASK]	replacement_correction	French	34.0	RN	excuse	29	6	NN
Firstly , I was looking forward to seeing Danny Brook , as written in the advertisement , but his part was played by another actor , without information or excuse [MASK] the direction .	[MASK]	replacement_correction	French	34.0	RT	from	30	4	IN
Firstly , I was looking forward to seeing Danny Brook , as written in the advertisement , but his part was played by another actor , without information or excuse from the [MASK] .	[MASK]	replacement_correction	French	34.0	RN	direction	32	9	NN
[MASK] 's about money .	[MASK]	replacement_correction	French	34.0	RP	it	0	2	PRP
it [MASK] about money .	[MASK]	replacement_correction	French	34.0	RP	's	1	2	VBZ
I hope [MASK] from you sooner as possible and thanks for understand my situation .	[MASK]	replacement_correction	Korean	22.0	FV	hear	2	4	VBP
I hope hear from you [MASK] as possible and thanks for understand my situation .	[MASK]	replacement_correction	Korean	22.0	FY	sooner	5	6	VBP
I hope hear from you sooner as possible and thanks for [MASK] my situation .	[MASK]	replacement_correction	Korean	22.0	FV	understand	11	10	JJ
First , I 'd like to travel [MASK] July because my friend , who is French , is coming to Toronto on August .	[MASK]	replacement_correction	Japanese	36.0	RT	on	7	2	IN
First , I 'd like to travel on July because my friend , who is French , is coming to Toronto [MASK] August .	[MASK]	replacement_correction	Japanese	36.0	RT	on	21	2	IN
Our main tasks during those three days ( I worked with 10 other young people ) , consisted in carrying [MASK] instruments and loudspeakers , checking the lights and microphones , cleaning everything , ...	[MASK]	replacement_correction	Spanish	30.0	DJ	music	20	5	NN
I would prefer to stay in [MASK] than log cabins .	[MASK]	replacement_correction	Turkish	33.0	AGN	tents	6	5	NNS
I would prefer to stay in tents than log [MASK] .	[MASK]	replacement_correction	Turkish	33.0	AGN	cabins	9	6	NNS
[MASK] would you like to explain why ?	[MASK]	replacement_correction	Chinese	16.0	RP	please	0	6	NN
please would you like [MASK] explain why ?	[MASK]	replacement_correction	Chinese	16.0	FV	to	4	2	TO
please would you like to [MASK] why ?	[MASK]	replacement_correction	Chinese	16.0	FV	explain	5	7	VB
Last weekend we [MASK] to go to the bach with Pat and Nick ( her boyfriend ) .	[MASK]	replacement_correction	Portuguese	26.0	RV	diced	3	5	VBD
Last weekend we diced to go to the [MASK] with Pat and Nick ( her boyfriend ) .	[MASK]	replacement_correction	Portuguese	26.0	S	bach	8	4	NN
The accommodation I would prefer to stay in [MASK] because I like adventures and also I will have more contact with the nature .	[MASK]	replacement_correction	Portuguese	24.0	AGN	tents	8	5	NNS
It 's evident that whatever we wear [MASK] like clothes , and I think we should stop being so stupid .	[MASK]	replacement_correction	French	28.0	AGV	look	7	4	VBP
Finally , I would like to ask you if I have to take some money , or everything is provided [MASK] the organisers .	[MASK]	replacement_correction	Spanish	21.0	RT	for	20	3	IN
If I need to say something important to my parents or my friends , [MASK] if something terriable has happened with me , I may not run somewhere to find a telephone box .	[MASK]	replacement_correction	Russian	26.0	SX	of	14	2	IN
If I need to say something important to my parents or my friends , of if something [MASK] has happened with me , I may not run somewhere to find a telephone box .	[MASK]	replacement_correction	Russian	26.0	S	terriable	17	9	NN
